Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"1000 tonnes of 
CO2 equivalent",%,kg,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,1990 Percent Change,1991 Percent Change,1992 Percent Change,1993 Percent Change,1994 Percent Change,1995 Percent Change,1996 Percent Change,1997 Percent Change,1998 Percent Change,1999 Percent Change,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change,2017 Percent Change
70,Bosnia and Herzegovina,3127.9,2600.9,1596.5,747.1,852.5,936.2,1094.3,1140.8,1168.7,1261.7,1233.8,1460.1,,,,,,,,,,,,1860.0,1550.0,,,,,2014,"1,550.00",-50.45,0.445,2001,2009,2002,2017,2007,1993.0,2017,1992,2007,2010,1994,2002.0,2000.0,1993,-16.84836471754212,-38.61740166865316,-53.20388349514563,14.107883817427384,9.818181818181824,16.887417218543035,4.2492917847025495,2.4456521739130515,7.957559681697612,-2.2113022113022183,18.341708542713565,,,,,,,,,,,,,-16.666666666666664,,,,
72,Botswana,,,,,2038.56,,,,,,,,,,,,,,,,,,,,,12475.14,,,,2015,"12,475.14",...,5.883,1998,1977,1996,...,2003,1991.0,2016,1997,2008,2002,1990,1996.0,1994.0,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Brazil,103022.3,106320.7,108732.5,110961.4,114938.7,117431.1,110338.3,113915.7,119024.5,120118.8,125584.1,128228.4,134986.4,144497.2,149711.4,151890.7,153865.4,151456.7,152578.9,153654.6,160747.4,168748.5,168751.6,173308.6,177397.5,175884.7,,,,2015,"1,75,884.70",70.72,0.86,1992,1975,1994,2015,2002,1990.0,2016,1993,2004,2004,1988,1997.0,1994.0,1977,3.201636927150718,2.2684199784237715,2.0498930862437583,3.584399620048056,2.1684602314103163,-6.039967265911673,3.2422105470176668,4.4847198410754645,0.9193905456439664,4.549912253535669,2.1056009478906867,5.270283338168456,7.045746830791856,3.6085128293143276,1.4556673706878818,1.3000795967099912,-1.5654591610589401,0.7409378389995176,0.7050122920010641,4.616067465601413,4.977436649053114,0.0018370533664037432,2.7004188404732163,2.3593174256788143,-0.8527741371778003,,,
96,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,27.6,,,,,,,,,2010,27.60,...,0.071,2002,1990,2008,...,2009,1993.0,2016,...,...,...,1996,2002.0,2007.0,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Bulgaria,30.72,24.05,20.31,18.34,17.83,17.27,16.81,16.0,13.19,13.74,13.98,14.25,14.02,13.46,15.48,14.93,13.34,13.47,14.25,12.93,14.56,13.4,13.65,14.98,16.53,16.9,17.99,17.93,17.58,2018,17.58,-42.77,0.002,1996,1991,1996,1999,2002,1990.0,2016,1976,2000,2004,1996,2001.0,1995.0,1974,-21.71223958333333,-15.55093555093556,-9.699655342195959,-2.7808069792802703,-3.140773976444188,-2.663578459756809,-4.818560380725751,-17.562500000000004,4.169825625473849,1.746724890829696,1.9313304721030013,-1.6140350877193015,-3.9942938659058393,15.007429420505197,-3.552971576227395,-10.649698593436034,0.9745127436281917,5.790645879732734,-9.263157894736844,12.606341840680594,-7.967032967032968,1.8656716417910446,9.743589743589745,10.347129506008015,2.238354506957032,6.449704142011833,-0.3335186214563576,-1.9520356943669905
854,Burkina Faso,,,,,365.8,,,,,,,,,,,,,8728.67,,,,,,,,,,,,2007,"8,728.67",...,0.612,1999,1989,1993,1990,2005,1989.0,2016,1990,2002,2004,2005,1996.0,1993.0,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Burundi,,,,,,,,,909.23,,,,,,,295.92,,,,,353.8,,,,,386.0,,,,2015,386.00,...,0.038,1997,1988,1997,2011,2001,1997.0,...,2002,2004,2005,...,1997.0,1997.0,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Cabo Verde,,,,,,6.23,,,,,93.0,,,,,,,,,,,,,,,,,,,2000,93.00,...,0.217,1999,2005,1995,2006,2006,2001.0,2017,2005,2006,2006,1987,1995.0,1995.0,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Cambodia,,,,,3667.3,,,,,,2864.4,,,,,,,,,,,,,,,,,,,2000,"2,864.40",...,0.236,2001,1997,1995,...,2002,2001.0,2017,1999,2013,2006,...,1997.0,1995.0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Cameroon,,,,,145246.16,,,,,,16120.0,,,,,,,,,,,,,,,,,,,2000,"16,120.00",...,1.039,2001,1981,1995,1983,2002,1989.0,2016,2006,2002,2009,1985,1997.0,1994.0,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,
