Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"1000 t of
 CO₂ equivalent",%,kg of CO₂ equivalent,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,1990 Percent Change,1991 Percent Change,1992 Percent Change,1993 Percent Change,1994 Percent Change,1995 Percent Change,1996 Percent Change,1997 Percent Change,1998 Percent Change,1999 Percent Change,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change,2017 Percent Change
191,Croatia,31875.85,25034.42,23037.6,23009.78,22116.19,22739.43,23288.23,24534.4,24923.52,26053.24,25708.82,26894.15,28007.78,29468.13,29465.49,29920.38,30299.87,31726.83,30822.85,28468.42,28033.73,27707.92,25887.46,24463.77,23697.28,24125.31,24275.34,25032.08,23792.8,2018,23792.8,-25.36,5.72,1994,2000,1997,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992,-0.21462737464255857,-0.07976298232593365,-0.0012075910685140688,-0.038835225717064666,0.028180260704940664,0.024134290085547405,0.05351072193979542,0.01586017999217421,0.04532746578332439,-0.01321985288585995,0.046105966746042865,0.041407889819904974,0.052140869429851355,-8.95883111686903e-05,0.015438059913478425,0.012683328219761847,0.0470945914949471,-0.02849260389392836,-0.07638586308534093,-0.015269200046929148,-0.011622070983775663,-0.0657017921229742,-0.054995352962399505,-0.03133163858227908,0.018062410538255972,0.006218780193912485,0.031173198809985838,-0.049507671755603305
192,Cuba,47641.49,,33265.77,,32590.16,,37331.09,,39023.34,,37697.2,,36296.71,,,,,,,,,,,,,,,,,2002,36296.71,-23.81,3.24,1994,1990,1994,2008,2002,1992.0,2016,2001,2008,2007,1984,1997.0,1994.0,1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Cyprus,5690.44,6207.65,6662.69,6944.99,7204.88,7143.86,7490.33,7581.99,7909.48,8187.1,8457.56,8401.04,8634.01,9023.85,9235.4,9390.6,9600.37,9943.99,10094.96,9849.21,9518.12,9167.14,8631.48,7915.92,8291.26,8345.5,8794.1,8974.4,8811.61,2018,8811.61,54.85,7.41,1992,1974,1996,2001,1999,1992.0,2017,2001,2004,2005,1988,2000.0,1997.0,1975,0.09089103830283775,0.07330310181791821,0.04237027386836251,0.037421220188942006,-0.00846925972396493,0.0484989907416999,0.012237111048511861,0.043193145862761594,0.03509965256881626,0.03303489636134884,-0.006682778484574584,0.027731090436422075,0.045151673440267055,0.02344343046482369,0.016804902873725096,0.02233829574255111,0.035792370502386775,0.015182034575658197,-0.024343830981004386,-0.033615894066630556,-0.03687492908263411,-0.05843261911566747,-0.08290119423320214,0.04741584048348141,0.006541828383140775,0.05375351986100298,0.0205023822790279,-0.01813937422000346
203,Czechia,197202.55,178986.52,172533.93,164898.96,157406.67,156526.03,159559.05,154994.17,148844.49,139281.76,149457.61,149497.29,145776.8,148967.36,150048.22,147905.91,149080.89,150918.18,146084.37,137219.22,139900.21,138359.07,134202.23,128984.26,126856.68,128303.74,130134.22,129059.0,127449.6,2018,127449.6,-35.37,11.95,1993,1993,1994,1994,2001,1993.0,2017,1993,2000,2002,1996,2000.0,1993.0,1993,-0.09237218281406605,-0.036050703706625484,-0.044251991477850194,-0.04543564131635505,-0.005594680327078985,0.01937709657620518,-0.02860934556830199,-0.03967684720012386,-0.06424644943188682,0.0730594587546853,0.0002654933395497367,-0.02488667185873416,0.021886610215068502,0.007255683392657393,-0.014277476933748348,0.007944104464791234,0.012324114780908398,-0.032029341991799784,-0.06068513695202296,0.019538006410472167,-0.011015994900936781,-0.030043856177986713,-0.03888139563701747,-0.01649488084825235,0.011407046124808029,0.014266770399678106,-0.008262392474477513,-0.012470265537467315
408,Democratic People's Republic of Korea,207544.0,,,,157529.0,,,,,,81892.0,,87330.0,,,,,,,,,,,,,,,,,2002,87330.0,-57.92,3.74,2008,,1995,,2005,1995.0,2016,1998,2004,2002,,2003.0,1994.0,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Democratic Republic of the Congo,,,,,44641.58,,,,,48207.0,46749.16,46007.38,45914.01,45998.98,,,,,,,,,,,,,,,,2003,45998.98,,0.89,1994,1976,1995,1990,2005,1994.0,2017,1996,2005,2005,1989,1997.0,1995.0,1974,,,,,,,,,,-0.030241251270562295,-0.015867236972814187,-0.0020294570132008247,0.0018506333905490102,,,,,,,,,,,,,,,
208,Denmark,71000.02,81630.67,75643.54,77804.11,81684.72,78731.96,91922.97,82464.94,78486.88,76046.63,71773.41,73508.24,72974.28,78060.17,71947.75,67541.34,75268.34,70696.82,67108.81,64354.79,64654.77,59421.5,54837.72,56561.6,52361.36,49742.09,51798.27,49678.02,49694.48,2018,49694.48,-30.01,8.64,1994,1977,1994,1983,2002,1988.0,2016,1978,2004,2003,2004,1995.0,1993.0,1979,0.14972742261199354,-0.07334412421213748,0.028562518359135588,0.04987667103961475,-0.03614825392068424,0.1675432695947109,-0.10289082260940871,-0.04823940937809447,-0.031091183647508982,-0.05619210213522941,0.024170929039041084,-0.00726394755200242,0.06969428132761296,-0.0783039545007396,-0.06124458374306359,0.11440400797496764,-0.06073629363953011,-0.05075207060232708,-0.041038128972932124,0.004661346886533169,-0.08094174644809651,-0.07714009239080129,0.03143602615134249,-0.07425956832904299,-0.05002295585905339,0.041336823603511645,-0.040932834243305814,0.00033133365621267524
262,Djibouti,,,,,510.76,,,,,,1071.81,,,,,,,,,,,,,,,,,,,2000,1071.81,,1.49,2002,1992,1994,2004,2002,1999.0,2016,2003,2004,2004,1991,1997.0,1995.0,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Dominica,,,,,152.19,,,,,,173.9,184.38,177.34,176.8,167.21,181.89,172.36,179.21,174.07,184.52,192.54,206.3,211.4,213.31,219.71,222.64,222.29,211.53,,2017,211.53,,2.96,1998,1995,1994,,2005,1993.0,2016,,2005,2003,1991,1997.0,1993.0,1995,,,,,,,,,,,0.06026451983898786,-0.03818201540297208,-0.003044998308334228,-0.054242081447963816,0.08779379223730625,-0.05239430424982117,0.039742399628684116,-0.028681435187768622,0.06003331992876439,0.04346412313028388,0.0714656694712788,0.024721279689772148,0.009035004730368952,0.030003281608926003,0.013335760775567695,-0.001572044556234254,-0.048405236402897074,
214,Dominican Republic,12640.92,,,,20441.8,,,,23749.48,,26433.24,,,,,,,,,,25230.77,,,,,,,,,2010,25230.77,99.60,2.6,2000,1986,1997,2017,2002,1993.0,2017,2002,2006,2007,2009,1997.0,1998.0,1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Ecuador,178646.8,,,,33494.53,,,,,,37033.73,,,,,,48201.19,,,,56333.13,,60191.63,,,,,,,2012,60191.63,-66.31,3.89,1993,1975,1993,2004,2000,1990.0,2017,1991,2004,2004,2012,1995.0,1993.0,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,Egypt,116739.56,,,,,,,,,,193237.58,,,,,241631.56,,,,,,,,,,,,,,2005,241631.56,106.98,3.2,1993,1978,1994,1983,2005,1988.0,2017,1988,,2003,1983,1995.0,1994.0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,El Salvador,,,,,11716.71,,,,,,,,,,,11069.0,,,,,,,,,,,,,,2005,11069.0,,1.83,1991,1987,1994,,1998,1992.0,2017,1999,1999,2008,,1997.0,1995.0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,Eritrea,,,,,4167.71,833.29,928.01,855.1,708.82,758.47,3934.0,,,,,,,,,,,,,,,,,,,2000,3934.0,,1.72,2005,1994,1996,2005,2005,2005.0,,,2005,2005,,1996.0,1995.0,2001,,,,,-0.8000604648595991,0.11366991083536347,-0.07856596372883909,-0.17106771137878607,0.07004599193025024,4.186757551386343,,,,,,,,,,,,,,,,,,
233,Estonia,40277.31,37156.12,27157.9,21206.14,21900.77,20109.1,20797.26,20423.99,18916.39,17585.33,17246.55,17619.03,17067.92,18971.86,19305.7,19012.24,18295.81,22023.1,19872.67,16519.6,21019.06,21058.29,19966.95,21848.04,21056.79,18109.74,19640.42,20923.49,19974.14,2018,19974.14,-50.41,15.1,1992,1992,1994,2008,2002,1996.0,2016,1994,2006,2008,2005,2012.0,1994.0,1995,-0.07749251377512538,-0.2690867614810158,-0.21915391101668397,0.03275607913557116,-0.08180853915181986,0.03422132268475466,-0.017948037385693925,-0.07381515560867402,-0.07036543441956937,-0.019264921386178278,0.021597362950851014,-0.03127924749546375,0.11155079236368594,0.017596587788440362,-0.015200692023599202,-0.03768256659920137,0.2037236941135701,-0.09764429167555887,-0.16872770493345887,0.27237100171917017,0.001866401256764078,-0.05182472081066412,0.0942101823262942,-0.0362160633173502,-0.13995722994815446,0.08452247243748373,0.06532803269991189,-0.045372449815972486
748,Eswatini,,,,,7538.68,,,,,,,,,,,,,,,,,,,,,,,,,1994,7538.68,,8.31,2005,1997,1995,2013,2006,1992.0,2016,2013,2012,2006,2012,1996.0,1996.0,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Ethiopia,43018.0,44607.0,43683.0,44095.0,45525.57,45164.66,47441.01,68313.47,69184.28,69450.89,67907.18,71058.02,78599.97,78329.96,81163.65,62776.98,72297.33,74642.46,83531.34,86741.5,92482.99,90195.1,94222.52,94995.96,,,,,,2013,94995.96,120.83,1.0,2000,1989,1994,2010,2005,1994.0,2017,,2003,2003,,1997.0,1994.0,1977,0.03693802594262867,-0.020714237675701123,0.009431586658425474,0.032442907359111005,-0.007927632756712244,0.05040113221266358,0.4399666027346382,0.012747266388312549,0.0038536210827083924,-0.022227360945266596,0.046399217284534736,0.1061379137780647,-0.0034352430414412976,0.03617632384849919,-0.22653823478860294,0.15165352012791947,0.03243729747696083,0.11908610729067597,0.038430605806156155,0.0661908083212765,-0.02473849515462248,0.04465231481532808,0.008208653302841002,,,,,
242,Fiji,,,,,1391.33,,,,,,,,,,2710.07,,,,,,,,,,,,,,,2004,2710.07,,3.31,,1997,1993,2013,1998,1989.0,2016,2006,,2001,1982,1998.0,1993.0,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,Finland,71065.26,68854.17,67416.61,69684.06,75215.37,71656.56,77633.33,76321.12,72626.36,72016.77,70145.35,75475.58,77909.24,85532.07,81839.01,69837.08,81207.9,79544.79,71452.38,67834.7,75649.74,67899.41,62419.24,62856.36,58700.07,55086.25,58039.64,55336.72,56359.07,2018,56359.07,-20.69,10.21,1991,1976,1994,1989,2002,1988.0,2016,1975,2004,2002,1996,1995.0,1994.0,1987,-0.031113514535794237,-0.02087832879257709,0.03363340280681566,0.07937697659981346,-0.047314930445732005,0.08340855324341559,-0.016902662812480238,-0.04841071514673782,-0.008393508913292592,-0.02598589189712338,0.07598835845854351,0.03224433651255152,0.09784243820116845,-0.04317748886470317,-0.14665292260988977,0.16281923585579455,-0.020479657767286195,-0.10173400420065211,-0.05063064379381075,0.11520711376331005,-0.10245018687440302,-0.08071012693630188,0.007002968956366701,-0.06612361899416384,-0.06156415145671887,0.05361392361977806,-0.0465702406148625,0.01847507405570837
250,France,551404.78,578699.48,566925.42,544411.47,538971.27,546666.86,564234.85,557026.92,570706.96,562824.23,556689.81,561632.97,555016.01,559892.55,558006.76,559561.38,547350.92,536920.91,529131.49,510222.31,516993.59,488626.08,489044.21,490340.67,460180.56,464049.06,465667.52,470593.2,452209.68,2018,452209.68,-17.99,6.96,1991,1978,1994,1990,2002,1988.0,2016,1986,2004,2004,1996,1997.0,1994.0,1975,0.0495002963158933,-0.020345724174488527,-0.039712366399093674,-0.009992809299186797,0.014278293535015266,0.03213655570780345,-0.012774698337048722,0.024559028493631726,-0.013812219847467748,-0.010899353071561837,0.008879558977377215,-0.011781644514209988,0.008786305101361016,-0.0033681284024944377,0.0027860235958431672,-0.021821484534904755,-0.019055435222434646,-0.014507574309221895,-0.035736259053491586,0.01327123465063695,-0.05487013871874119,0.0008557259162261758,0.002651007768806756,-0.06150848144005674,0.00840648288141507,0.0034876915815754933,0.010577675677272903,-0.03906456786880902
266,Gabon,,,,,6524.33,,,,,,6159.55,,,,,,,,,,,,,,,,,,,2000,6159.55,,5.01,2008,1989,1997,2008,2006,1994.0,2016,1987,2003,2007,1998,1996.0,1998.0,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Gambia,,,,4257.81,,,,,,,19383.19,,,,,,,,,,,,,,,,,,,2000,19383.19,,14.71,1997,1977,1994,2001,2001,1990.0,2016,1997,2002,2006,1984,1996.0,1994.0,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Georgia,38688.05,36347.18,23622.48,14600.33,10689.9,8539.54,11746.65,9167.12,,,10620.63,10018.09,9844.42,10428.84,11139.53,11408.13,13768.41,14424.61,13770.38,13052.95,12877.32,15947.92,17159.07,16610.14,,,,,,2013,16610.14,-57.07,4.1,1999,1996,1994,2000,1999,1996.0,2017,1997,2007,2006,1996,1999.0,1994.0,1992,-0.060506280363057906,-0.35008768218057085,-0.38193068636315913,-0.2678316175045359,-0.2011581025079747,0.37556004187579173,-0.21959707661333222,,,,-0.0567329810001854,-0.017335639827551964,0.05936561016291463,0.06814660115602507,0.024112327898932768,0.20689455677661464,0.04765982419175495,-0.04535512571917032,-0.05209950633170606,-0.013455195951873026,0.2384502365399012,0.07594407295747656,-0.031990661498554424,,,,,
276,Germany,1249458.56,1202408.48,1152233.12,1143321.08,1124269.24,1121370.24,1139309.8,1104200.14,1078910.26,1045140.62,1043426.39,1058627.88,1037293.21,1034945.73,1018676.23,993198.75,1000519.9,973838.74,976672.15,909260.14,942338.0,919434.65,924147.41,941570.26,902388.74,906320.05,909052.47,894296.28,858368.68,2018,858368.68,-31.30,10.33,1995,1976,1994,1984,2002,1988.0,2016,1976,2001,2002,1994,1996.0,1993.0,1976,-0.03765637493411552,-0.04172904702069289,-0.007734580654998041,-0.016663595496726153,-0.002578563832272063,0.015997892007549672,-0.030816604930458905,-0.022903347938354628,-0.031299767229945534,-0.001640190771649447,0.014568818793245083,-0.02015313445173948,-0.0022630823930679944,-0.01572014795403813,-0.02501038038356896,0.007371283944930482,-0.02666729567297965,0.00290952688943144,-0.06902214832275089,0.036378873927102956,-0.024304814196180115,0.005125715024988464,0.018852890579436864,-0.04161295408799341,0.004356559236322093,0.0030148511003369343,-0.016232495358601187,-0.04017415794237674
288,Ghana,9228.17,8794.78,9210.57,9576.36,9758.88,10126.71,10778.95,11671.36,11819.09,12651.88,14302.41,14347.54,15047.29,15698.35,15386.25,16217.13,18227.04,,,,,,,,,,,,,2006,18227.04,97.52,0.81,2003,1975,1994,1988,2003,1989.0,2016,1988,2003,2003,1983,1996.0,1995.0,1975,-0.04696380755881171,0.04727690743827578,0.039714154498581615,0.019059433855869935,0.03769182529142688,0.06440788765551711,0.08279192314650312,0.012657479505387509,0.07046143146384358,0.13045729172265313,0.0031554122696804956,0.04877142701815084,0.04326759170588189,-0.019881070303566957,0.054001462344625835,0.12393746612378403,,,,,,,,,,,,
300,Greece,103308.91,103363.79,104609.04,104210.52,106996.16,109332.94,112478.84,117379.08,122976.55,123133.87,126492.93,127546.73,127561.99,131300.83,131982.9,136446.5,132540.1,135170.74,131846.08,124640.14,118522.25,115593.36,112326.85,102705.1,99276.89,95482.14,91839.59,95585.97,92221.66,2018,92221.66,-10.73,8.76,1994,1992,1994,1999,2002,1988.0,2016,1975,2003,2006,1995,1997.0,1994.0,1981,0.0005312223311618534,0.012047255620174144,-0.003809613394788725,0.026730890508942853,0.02183984920580326,0.02877357912446143,0.043565883147443606,0.04768711767037193,0.0012792682832620725,0.02727974033464552,0.008330900391033735,0.00011964242438837369,0.029309984894402962,0.005194712021241656,0.03381953268188535,-0.02862953611855192,0.019847880000090422,-0.024596003543370434,-0.05465418463711616,-0.04908442817859479,-0.024711731341583536,-0.028258630080482086,-0.08565850462289291,-0.033379160333810165,-0.03822390084943233,-0.03814901928255905,0.040792647266826916,-0.03519669256900356
308,Grenada,,,,,1606.47,,,,,,,,,,,,,,,,,,,,,,,,,1994,1606.47,,16.17,,1999,1994,,2002,1993.0,2016,2012,,,1991,1997.0,1994.0,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,Guatemala,14742.18,,,,17577.53,,,,,,19869.48,,,,,22948.27,,,,,,,,,,,,,,2005,22948.27,55.66,1.75,1995,1979,1995,,1999,1989.0,2017,1990,2010,2008,1997,1998.0,1995.0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,Guinea,,,,,5057.64,,,,,,47713.0,,,,,,,,,,,,,,,,,,,2000,47713.0,,5.79,1995,1981,1993,1993,2000,1992.0,2016,1993,2000,2007,1985,1997.0,1993.0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Guinea-Bissau,,,,,1693.96,,,,,,,,,,,,2150.28,,,,13064.99,,,,,,,,,2010,13064.99,,8.58,2005,1990,1996,1995,2005,2002.0,2018,1990,2008,2008,,1995.0,1995.0,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Guyana,2553.23,2563.73,2570.03,2584.73,2587.46,2561.8,2690.23,2872.56,2896.46,2996.83,2845.66,3305.84,2666.82,2923.23,2891.31,,,,,,,,,,,,,,,2004,2891.31,13.24,3.88,2001,1977,1994,,2003,1993.0,2016,,2007,2007,1993,1997.0,1994.0,1977,0.004112437970727275,0.0024573570539800143,0.005719777590144791,0.0010562031624192926,-0.009917061519791553,0.050132719181825214,0.06777487426725594,0.008320104714958119,0.03465264495280442,-0.0504433017555217,0.16171292424253084,-0.19330034121433584,0.096148221477265,-0.010919428166788132,,,,,,,,,,,,,,
332,Haiti,,,,,4066.67,5361.73,6116.9,6432.88,6495.03,6742.03,6683.12,,,,,,,,,,,,,,,,,,,2000,6683.12,,0.79,…,,1996,,2005,2000.0,2017,,,,1996,1996.0,1996.0,1980,,,,,0.31845711601875726,0.1408444662450366,0.05165688502345968,0.009661302558107664,0.03802907761780931,-0.008737724394581432,,,,,,,,,,,,,,,,,,
340,Honduras,,,,,,10825.89,,,,,10298.1,,,,,13185.67,,,,,,,,,,15977.15,,,,2015,15977.15,,1.75,1995,1985,1995,2007,2000,1993.0,2016,1993,2011,2005,1993,1997.0,1995.0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,Hungary,93950.88,87286.6,77236.19,78119.02,76973.33,75352.36,77569.03,76028.72,75560.09,76110.41,73234.56,75218.53,73535.06,76488.13,75630.98,75386.68,74139.16,72456.79,70519.93,64481.6,64856.75,63239.46,59569.73,56763.15,57391.17,60797.34,61257.34,63781.35,63219.56,2018,63219.56,-32.71,6.51,1990,1985,1994,1983,2002,1989.0,2016,1979,2000,2008,2002,1999.0,1994.0,1985,-0.07093366235632917,-0.11514264503371655,0.011430263455512263,-0.01466595459082823,-0.021058852462274937,0.029417393164593627,-0.019857280669875563,-0.0061638549221926225,0.007283209959120046,-0.03778523857643134,0.027090624972690505,-0.02238105424288405,0.04015866717182263,-0.011206313973161701,-0.003230157800414631,-0.016548281473597055,-0.022692056397725705,-0.026731242165158032,-0.0856258649150672,0.005817938760824816,-0.024936340473427993,-0.058029116630660606,-0.04711419709305383,0.011063868020009403,0.059350070751301956,0.007566120491455712,0.04120338885103405,-0.008808060663501179
352,Iceland,3732.87,3516.77,3428.21,3516.12,3434.54,3551.04,3609.56,3776.82,3922.02,4147.96,4171.05,4061.52,4153.12,4112.7,4211.34,4059.46,4648.29,4947.06,5342.91,5005.6,4928.92,4680.96,4683.54,4688.54,4722.1,4799.81,4754.6,4835.51,4856.95,2018,4856.95,30.11,14.42,1995,2000,1994,,2002,1989.0,2016,1978,,2002,1985,1997.0,1993.0,1995,-0.05789111327209357,-0.025182198437771006,0.02564311987888719,-0.023201710976872215,0.03392011739563377,0.016479679192574564,0.0463380578242224,0.03844504106629382,0.057608069311222296,0.005566591770412479,-0.026259574927176656,0.02255313281727036,-0.00973244211580693,0.02398424392734708,-0.036064530529475204,0.14505131224350035,0.06427524960792043,0.08001722235024428,-0.06313226313001707,-0.015318842895956586,-0.05030716668154485,0.0005511689909761944,0.0010675685485765042,0.007157878572007576,0.016456661231231875,-0.009419122840279102,0.017017204391536585,0.004433865300661068
356,India,,,,,1214248.0,,,,,,1523766.56,,,,,,,,,,2100849.73,,,,,,,,,2010,2100849.73,,1.7,1992,1976,1994,1983,2002,1992.0,2016,1982,2005,2006,1995,1996.0,1993.0,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,Indonesia,266818.39,292610.4,306828.59,318657.49,334191.21,,,,,,554333.48,,,,,,,,,,,,,,,,,,,2000,554333.48,107.76,2.62,1993,1978,1994,,2004,1992.0,2016,1992,2013,2009,1986,1998.0,1994.0,1989,0.09666503871790849,0.04859085664761061,0.03855214404889702,0.048747387045570564,,,,,,,,,,,,,,,,,,,,,,,,
364,Iran (Islamic Republic of),,,,,385433.3,,,,,,483669.17,,,,,,,,,,,,,,,,,,,2000,483669.17,,7.37,1993,1976,1996,2008,2005,1990.0,,1975,2004,2006,,1997.0,1996.0,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Iraq,,,,,,,,72658.0,,,,,,,,,,,,,,,,,,,,,,1997,72658.0,,3.39,2011,2014,2009,2016,2009,2008.0,,2008,2017,2016,1985,2010.0,2009.0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Ireland,55468.3,56146.92,56013.36,56416.31,57760.82,59164.25,61234.15,62565.16,65031.48,66174.54,68314.28,70221.21,68244.22,68550.02,67990.21,69702.11,68825.59,68042.03,67490.64,61736.43,61277.54,57156.86,57752.7,57589.73,57325.32,59415.93,61491.44,61004.88,60934.54,2018,60934.54,9.85,12.65,1994,2002,1996,1983,2002,1988.0,2016,1985,2005,2010,1996,1997.0,1994.0,1991,0.012234375309861585,-0.0023787591554442823,0.007193819474496746,0.02383193796262113,0.024297265862915387,0.034985654343628145,0.021736400358296833,0.03942002226159095,0.01757702577274868,0.03233479220256016,0.027914075944297557,-0.02815374443134781,0.00448096556748693,-0.008166445465661391,0.025178624981449446,-0.01257522907125773,-0.011384718968627769,-0.008103667688926968,-0.08525937818933113,-0.0074330504695525705,-0.06724617208850095,0.01042464544063471,-0.0028218594109018953,-0.004591270005954247,0.03646922511727803,0.0349318776967726,-0.007912646052849063,-0.0011530225122973197
376,Israel,,,,,,,57653.4,,,,67162.86,,,69900.28,70223.7,70784.48,72125.21,75367.21,76733.41,72892.51,75738.28,77881.67,83821.96,78272.45,76032.39,79163.87,79049.45,78034.61,78697.77,2018,78697.77,,9.39,1994,1979,1995,1983,2004,1992.0,2016,1997,2011,,,1996.0,1996.0,1999,,,,,,,,,,,,,,0.0046268770311077186,0.007985623087362228,0.018941016448803617,0.04494960915885028,0.018127246583759662,-0.05005511940626656,0.039040636685442776,0.02829995611202155,0.0762732745715392,-0.06620592026242299,-0.02861875410824623,0.04118613133166005,-0.0014453563222717417,-0.012838039986362923,0.008498280442485757
380,Italy,516051.74,517107.0,516117.31,509104.9,503368.55,529435.48,523538.23,531260.38,543481.19,548740.28,552474.43,554029.53,560213.53,579418.02,585375.66,586529.47,576602.67,569689.77,557101.8,502603.75,513756.38,501288.05,482361.63,447072.72,426491.71,439431.75,436088.45,431324.46,427529.02,2018,427529.02,-17.15,7.05,1994,1979,1994,1983,2002,1988.0,2016,1977,2002,,1995,1997.0,1994.0,1978,0.002044872477321769,-0.0019138978973404002,-0.013586852957905973,-0.01126752070152936,0.05178497941518197,-0.011138751033459262,0.014749925712206392,0.02300342818713479,0.009676673446600947,0.006804949693140848,0.0028147909035355296,0.011161859910247022,0.03428066080446145,0.010282110314760342,0.001971059063166274,-0.016924639779822028,-0.011989018365107506,-0.022096184033636362,-0.09782422171315915,0.022189707100275326,-0.02426895409065288,-0.037755577855885424,-0.07315861752934211,-0.04603503877400516,0.03034066007988755,-0.007608234953436998,-0.010924366375674455,-0.00879950096036752
388,Jamaica,,,,,116314.2,,,,,,,,,,,,15966.0,15762.05,18465.11,15533.79,14866.26,,14918.49,,,,,,,2012,14918.49,,5.25,2003,1997,1995,,1999,1993.0,2017,1998,2002,2007,1983,1997.0,1995.0,1983,,,,,,,,,,,,,,,,,-0.012774019792058168,0.17149165241830863,-0.15874912199277447,-0.0429727709721839,,,,,,,,
392,Japan,1270039.97,1284001.18,1296664.52,1289105.6,1353440.83,1374505.1,1386969.52,1379301.65,1330779.96,1354370.0,1374774.03,1349333.28,1373167.46,1379116.92,1371688.86,1378770.81,1357162.21,1393190.47,1321204.29,1248422.29,1302549.97,1353603.93,1396323.77,1407809.07,1358344.55,1319800.19,1302842.08,1289239.53,1238342.71,2018,1238342.71,-2.50,9.74,1993,1980,1993,,2002,1988.0,2016,1980,2004,2002,1996,1998.0,1993.0,1992,0.010992732772024462,0.00986240526663697,-0.005829510936259693,0.04990687341673171,0.01556349530256156,0.009068296654555828,-0.005528506495225729,-0.035178447006135274,0.01772647673474136,0.015065329267482318,-0.018505404848242587,0.01766367164678539,0.004332654372686608,-0.005386098808794126,0.005162941980880382,-0.01567236544556676,0.02654676039056526,-0.05167002039570364,-0.055087620098478486,0.043356867650929186,0.03919539455365383,0.031560073854100056,0.008225384575384007,-0.03513581568273318,-0.02837598163146464,-0.012848997998704538,-0.01044067443692028,-0.03947817206628784
400,Jordan,,,,,21943.44,,,,,,19401.93,,,,,,27752.0,,,,,,,,,,,,,2006,27752.0,,4.63,1989,1978,1994,2001,2003,1989.0,2016,1977,2002,2004,1995,1996.0,1993.0,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,401871.42,388981.94,360142.31,322478.57,274206.46,255808.65,237527.36,230633.86,228926.65,203735.18,238979.34,198340.6,216042.5,237980.28,248963.98,262116.25,284307.53,292204.62,295595.6,289196.42,320259.32,311437.82,317589.18,326985.99,351113.73,359580.68,360520.71,381931.52,396570.47,2018,396570.47,-1.32,21.65,2003,2000,1994,2006,2009,1998.0,2016,2007,2007,2007,,1997.0,1995.0,1994,-0.03207364186286246,-0.07414130846280423,-0.10458015888219296,-0.1496909081431364,-0.06709473584247441,-0.07146470613874867,-0.029021919832730007,-0.007402252210494989,-0.11004166618434333,0.17299005503124204,-0.17005126886700747,0.08925000731065648,0.10154381661015772,0.04615382417400304,0.052828003472630815,0.08466197727153515,0.02777657700448513,0.011604813092961986,-0.021648427784446027,0.10741108067658661,-0.027544865829353535,0.019751486829698416,0.029587941251650946,0.07378829900326919,0.02411455114557899,0.002614239452464543,0.059388571602446906,0.0383287297157353
404,Kenya,,,,,21466.23,34868.51,,,,,34213.05,,,,,39765.16,,,,,49964.09,,,,,,,,,2010,49964.09,,1.19,2000,1978,1994,1999,2005,1988.0,2016,1990,2005,2004,1989,1997.0,1994.0,1991,,,,,0.624342513799582,,,,,,,,,,,,,,,,,,,,,,,
296,Kiribati,,,,,27.97,,,,,,,,,,29.66,31.23,256.41,271.21,170.31,,,,,,,,,,,2008,170.31,,1.72,2000,,1994,,2000,1993.0,2016,2013,,2004,2003,1998.0,1995.0,2000,,,,,,,,,,,,,,,0.052933243425488885,7.210374639769453,0.05772005772005754,-0.3720364293352014,,,,,,,,,,
