Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Latest Year,"1000 t of
 CO₂ equivalent",%,kg of CO₂ equivalent,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,1990 Percent Change,1991 Percent Change,1992 Percent Change,1993 Percent Change,1994 Percent Change,1995 Percent Change,1996 Percent Change,1997 Percent Change,1998 Percent Change,1999 Percent Change,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change,2017 Percent Change
4,Afghanistan,,,,,,,,,,,,,,,,19328.02,,,,,,,,43377.0,,,,,,2013,43377.0,...,1.34,2013,1985,2002,2015,2013,2004.0,2017,...,2013,2013,...,1995.0,2002.0,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Albania,4341.63,6486.66,4581.28,4588.0,4906.36,4883.76,4998.58,5107.07,5830.67,6303.45,5775.17,6454.8,6471.21,6827.43,7192.71,7131.13,7183.33,7551.47,7630.94,8125.7,,,,,,,,,,2009,8125.7,87.16,2.73,1999,2003,1994,2001,2005,1999.0,2016,1996,2010 ,2004,2003,2000.0,1994.0,1989,49.40609863115925,-29.373822583579223,0.14668389620368663,6.938971229293803,-0.46062661525039855,2.351057382017128,2.1704163982571005,14.168593733784743,8.108502110392111,-8.380807335665386,11.768138427093923,0.2542294106711262,5.5046892312256945,5.350183011762841,-0.8561446242097892,0.7320018005561505,5.124921171657161,1.0523778813926208,6.483604903196725,,,,,,,,,
12,Algeria,,,,,91758.0,,,,,,111022.59,,,,,,,,,,,,,,,,,,,2000,111022.59,...,3.58,1998,1983,1995,2005,2005,1992.0,2016,1984,...,2006,1996,1996.0,1993.0,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Angola,,,,,,,,,,,46188.93,,,,,61610.76,,,,,,,,,,,,,,2005,61610.76,...,3.17,2017,2013,1998,2006,2007,2000.0,...,...,...,2006,1990,1997.0,2000.0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Antigua and Barbuda,388.63,,,,,,,,,,597.75,,,,,,,,,,,,,,,,,,,2000,597.75,53.81,7.86,1993,1997,1993,2007,1998,1992.0,2016,2005,2010,2003,1989,1997.0,1993.0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Argentina,231057.28,,,,257522.43,,,270910.29,,,282000.76,,,,,,,,,,332498.16,,338963.35,,,,,,,2012,338963.35,46.70,8.12,1991,1981,1995,1992,2005,1990.0,2016,1992,2004,2005,1995,1997.0,1994.0,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Armenia,24954.83,,,,,,,,,,5525.91,,,,,,7021.64,,,,7202.17,,,,,,,,,2010,7202.17,-71.14,2.5,1999,2008,1993,2011,2003,1999.0,2017,1993,2003,2003,2002,1997.0,1993.0,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Australia,424998.38,426015.21,430216.38,430612.56,430653.33,439004.9,446681.85,458841.6,472629.67,478199.84,489373.84,496982.31,500807.89,502301.78,520315.18,526206.97,530787.99,536888.6,540669.0,544285.46,540571.41,542511.92,544732.76,535006.81,530411.02,538618.78,548862.55,556612.27,558047.22,2018,558047.22,31.31,22.41,1992,1976,1993,1991,2007,1989.0,2016,1975,2004,2004,1994,2000.0,1992.0,1974,0.2392550296309403,0.98615493094718,0.09208854390899598,0.009467907763772295,1.9392790948580398,1.7487162443972613,2.722239553722633,3.0049738297486557,1.1785485240484461,2.3366799955432858,1.554735741493655,0.7697618050026803,0.2982960192580061,3.58617084733404,1.1323502035823707,0.8705737972265968,1.1493496678400705,0.7041311735805199,0.6688861392090101,-0.6823717098744343,0.35897384954191514,0.40936243391665333,-1.7854534763064285,-0.8590152338434789,1.5474339126664467,1.901859047692325,1.411960061767736,0.2578006410099356
40,Austria,78492.61,82157.14,75524.0,75771.05,76016.83,79382.99,82605.5,82175.96,81511.96,79931.07,80261.99,84151.51,85906.92,91545.24,91139.81,92427.27,90022.83,87337.77,86747.76,80163.13,84612.84,82286.89,79528.79,79971.98,76346.01,78509.78,79467.29,82023.36,78950.34,2018,78950.34,0.58,8.88,1993,1982,1994,2005,2002,1989.0,2016,1983,2002,2002,1995,1997.0,1994.0,1992,4.668630588280857,-8.073723111588354,0.327114559610194,0.32437190721258163,4.428177286529842,4.059446488473154,-0.519989589070938,-0.8080222001665693,-1.9394577188427309,0.4140067185388588,4.846029857968871,2.0860112908253265,6.563289662811806,-0.442873927688657,1.4126208953036072,-2.601440029549723,-2.9826434027901563,-0.67554965051204,-7.590547583015389,5.550818686845176,-2.7489326679024098,-3.3518097475794817,0.5572698893067559,-4.534050551205562,2.834162518774726,1.2196060159638644,3.2165058101264146,-3.746518065097558
31,Azerbaijan,73385.78,66568.96,57604.85,50842.94,45065.06,47539.94,40316.85,39318.38,38821.97,39090.76,40624.5,40828.82,40779.79,43684.26,46259.96,49322.49,49235.65,46944.33,53779.54,48281.83,48048.28,49128.55,51803.95,57994.77,,,,,,2013,57994.77,-20.97,6.18,2001,1998,2000,...,2000,1996.0,2017,2001,...,2004,2016,1998.0,1995.0,1993,-9.28902029793782,-13.465900623954477,-11.7384386904922,-11.364173668949915,5.491793420445918,-15.193729735460337,-2.4765575683616188,-1.2625393009579648,0.6923656888097149,3.9235358944159637,0.5029477285874281,-0.12008674264893975,7.122327015416217,5.896174045296857,6.620260804375963,-0.17606572579769697,-4.653782371107114,14.560246146872261,-10.222679479965798,-0.48372234440990103,2.2483010838265263,5.445713337763874,11.950478679714578,,,,,
44,Bahamas,1915.2,,,,2197.2,,,,,,724.58,,,,,,,,,,,,,,,,,,,2000,724.58,-62.17,2.43,1992,1979,1993,...,1999,1993.0,2016,1997,...,2005,1983,2000.0,1994.0,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Bahrain,,,,,19598.96,,,,,,22372.8,,,,,,,,,,,,,,,,,,,2000,22372.8,...,33.66,1992,2012,1996,...,2006,1990.0,2016,1998,2012,2006,1985,1997.0,1994.0,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Bangladesh,,,,,45926.15,,,,,,,84906.86,,,,99442.24,,,,,,,,,,,,,,2005,99442.24,...,0.72,1993,1981,1994,2005,2001,1990.0,2016,1992,...,2007,2001,1996.0,1994.0,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Barbados,3276.39,,,,3750.5,,,4056.44,,,1516.0,1435.0,1544.0,1544.0,1594.0,1643.0,1673.0,1773.0,1865.0,1921.0,1979.0,,,,,,,,,2010,1979.0,-39.60,7.01,1995,1992,1994,...,2000,1992.0,2016,2006,...,2004,1993,1997.0,1994.0,2002,,,,,,,,,,,-5.343007915567282,7.595818815331011,0.0,3.2383419689119166,3.0740276035131746,1.8259281801582472,5.977286312014345,5.1889452904681335,3.0026809651474533,3.019260801665799,,,,,,,,
112,Belarus,137766.41,129185.87,118221.92,105280.61,88379.27,81851.22,83443.71,84415.87,85898.56,79655.96,79588.94,79623.44,78345.45,80496.12,85276.39,86694.06,90609.15,90175.18,93988.59,90091.83,92278.15,91896.01,92826.79,93891.18,93037.12,88445.26,90043.58,91112.5,91992.61,2018,91992.61,-33.23,9.73,1999,1995,1993,2003,2005,1988.0,2016,1991,...,2004,2006,2001.0,2000.0,1988,-6.2283251773781485,-8.486957590640523,-10.946624788364119,-16.05361139149934,-7.386404074168073,1.94559103700593,1.1650488694713943,1.7564114425403687,-7.2674093721710715,-0.08413683043930933,0.0433477314812837,-1.6050424347403291,2.7451115540213227,5.938509831281314,1.6624413861796896,4.515984140089871,-0.4789472144921359,4.228890920982917,-4.1459926146354515,2.426768331823199,-0.41411753486605385,1.0128622559347231,1.146640964316443,-0.9096275070778722,-4.935513911006704,1.8071290649154144,1.1871140618798122,0.965959665249006
