Country ID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Unnamed: 50,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
12.0,Algeria,18778.954711437225,185000,191273.87005138397,185000,233773.3050942421,252210.73447752,268773.3051018715,283461.0169682503,296273.87007522583,325000.0,316275.0000138283,323463.2768445015,328776.694917202,325100.0,333778.9547858238,333467.79658174515,331281.7796187401,327220.9038977623,321285.1694173813,313474.57617902756,303789.1241812706,292228.81342458725,278793.6439099312,263483.6156358719,,,,1,,,,,,1.0,,,,,,,,,,,,,,,,1998,1983,1995.0,2005,2005,1992.0,2016,1984,,2006,1996,1996.0,1993.0,1974,,,,,,,,,,,,,,,,,
20.0,Andorra,-115220.62132382393,-73389.70657002926,-66126.40934562683,-59230.740696668625,-52702.70062339306,-46542.289125323296,-40749.506202697754,-35324.35185563564,-30266.826083898544,-25576.928887963295,-21254.66026723385,-17300.020221948624,-13713.00875210762,-10493.625857949257,-7641.8715389966965,-5157.745795607567,-3041.2486275434494,-1292.3800350427628,88.85998177528381,976.0,2081.0,1788.0,1923.400024,1527.5,,,,,,,,,,,,,,,,,,,,,,2,2,2,,1999,…,2015.0,,,2009.0,2017,2012,,,,2002.0,2011.0,1997,,,,,,,,,,,,,,113.2172131147541,-14.07976934166266,7.572708277404923,-20.583342989497645
51.0,Armenia,273088.1759028435,283405.8918993473,288269.2937145233,294065.9817349911,286607,241596,381578.0,375500.0,377900.0,344095.0,351400.0,346325.0,352279.0,362275.0,437258.5313,441023.5625,435397.7813,462895.8125,470505.6875,579049.8125,576419.375,555076.5625,615470.625,543232.125,,,,,,,,,,,,,,,,,,3,,,,,,,,1999,2008,1993.0,2011,2003,1999.0,2017,1993,2003,2003,2002,1997.0,1993.0,1993,-1.5928591270985226,0.6391478029294274,-8.94548822439799,2.1229602290065244,-1.444223107569721,1.7191943983252724,2.8375236673205047,20.69795909185011,0.8610538000954099,-1.2756191909814405,6.31561123667123,1.6439714498389415,23.06967330761544,-0.454267913263507,-3.702653558444319,10.880312119105191,-11.737115804673865
40.0,Austria,-1144810.4304962158,-158371.73916625977,8457.570503234863,165134.07064056396,311657.76124191284,448028.6423110962,574246.7138366699,690311.9758415222,796224.4283103943,891984.0712432861,1013727.0,1053044.9285049438,961899.0,1173494.5476417542,1329984.0,1253332.9286346436,1472864.0,1292560.0715026855,1065888.0,1291175.9762382507,1272288.0,1249180.642829895,1260953.0,1166574.071296692,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1982,1994.0,2005,2002,1989.0,2016,1983,2002,2002,1995,1997.0,1994.0,1992,,,,,,,,,,,,,,,,,
31.0,Azerbaijan,192110.09015369415,26998,18024,36097,33922,13030,26556.0,16437.0,9777.0,26861.0,11183.0,12831.0,29573.0,10471.0,24276.0,131839.0,139971.0,185676.0,296979.4063,202882.0,456625.0938,262556.5,632602.0,265970.0,,,,,,,,,,,,,,,,,,,,,,,,,,2001,1998,2000.0,,2000,1996.0,2017,2001,,2004,2016,1998.0,1995.0,1993,-38.104383190239496,-40.51834276327797,174.73662677713,-58.36714939875656,14.736653849593132,130.4808666510794,-64.59270280323268,131.84032088625727,443.0837040698632,6.168129309233231,32.65319244700688,59.944961276632405,-31.684825379759,125.06929831133368,-42.50064143102071,140.93937876228546,-57.956187302601
48.0,Bahrain,109466.20180606842,136000,138870,140000,140000,140000,140000.0,140000.0,140000.0,33616.0,33005.0,38202.0,38740.0,35008.0,-16474.79020166397,-43675.81017923355,-73003.59838867188,-104458.1548295021,-138039.47950172424,-173747.5724053383,-211582.43354082108,-251544.06290769577,-293632.4605059624,-337847.6263356209,,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,,,,,,,,,,,,1992,2012,1996.0,,2006,1990.0,2016,1998,2012,2006,1985,1997.0,1994.0,1991,0.0,0.0,-75.98857142857143,-1.8175868633983816,15.74609907589759,1.408303230197372,-9.63345379452762,,,,,,,,,,
50.0,Bangladesh,,,,,,,,,,,,,,19920.0,,,,,28946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,1981,1994.0,2005,2001,1990.0,2016,1992,,2007,2001,1996.0,1994.0,1983,,,,,,,,,,,,,,,,,
112.0,Belarus,198282.28790283203,90300,-4890.361183166504,-6788.466915130615,445.9994773864746,16813.037994384766,73043.0,99110.0,116854.0,123915.0,154200.0,192037.0,238833.5938,321728.625,522111.0313,760486.625,918200.0,943195.6875,1322792.125,1415421.625,1723974.75,1207797.75,1626610.0,1668060.0,,,,,,,,,,,,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,,1999,1995,1993.0,2003,2005,1988.0,2016,1991,,2004,2006,2001.0,2000.0,1988,35.68719795189136,17.903339723539503,6.042583052355932,24.44014041883549,24.53761348897536,24.368529918713584,34.708279468179235,62.2830518422164,45.65611132683226,20.73848110083461,2.722248693095186,40.24577747022407,7.00257419509509,21.79937903661745,-29.94109977538824,34.67569384029735,2.5482445085177146
56.0,Belgium,7434236.642989874,6659465.437568665,6502168.57148695,6344090.830405712,6185232.214325666,6025592.723245859,5865172.357167244,5703971.116089106,5541989.000012159,5379226.0089354515,5197467.0,5051357.401785135,4039064.0,4720365.29463768,5918821.0,4386249.687493563,4767299.0,4049010.5803523064,2785751.0,3708647.973214388,2961135.0,3365161.866079569,3812878.0,3018552.2589478493,,,,,,,,,,,,,6.0,,,,,,,,,,,,,1993,1983,1997.0,1990,2002,1988.0,2017,1986,2002,2006,1998,1997.0,1996.0,1996,,,,,,,,,,,,,,,,,
84.0,Belize,,,,,,691,775.0,,,,,,,,,,,,,,,,,,,,,,,7,7.0,,,,,,,,,,,,,,,,,,,1997,1986,1994.0,,2003,1998.0,2016,1998,2005,2010,1983,1998.0,1994.0,1990,,,,,,,,,,,,,,,,,
204.0,Benin,,,,,,,,,1698.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,1997,1984,1994.0,1986,2002,1993.0,2016,2000,2004,2004,1997,1996.0,1994.0,1982,,,,,,,,,,,,,,,,,
60.0,Bermuda,-482.0744061199948,-64.0386913465336,7.229165880009532,74.38392786681652,137.42559460923076,196.3541661100462,251.16964236740023,301.8720233850181,348.46130915824324,390.93749968893826,429.3005949780345,463.55059502553195,493.68749982956797,519.7113093910739,541.6220237100497,559.419642788358,582.0,590.0,570.0,566.0,588.0,601.5,600.0,525.0,,,,,,,,,,,,,,,,,,,,,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,1.3745704467353952,-3.389830508474576,-0.7017543859649122,3.886925795053004,2.295918367346939,-0.2493765586034912,-12.5
64.0,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,428.0,,,,,,,,,,,,,,,,,,,,,,,,,,2002,2002,1995.0,,2002,2004.0,2017,2012,,,,2003.0,1995.0,2001,,,,,,,,,,,,,,,,,
70.0,Bosnia and Herzegovina,-25663190.52609253,-14919986.675201416,-13110029.987335205,-11412967.993560791,-9828800.693939209,-8357528.088409424,-6999150.176940918,-5753666.959655762,-4621078.436462402,-3601384.60736084,-2694585.4723205566,-1900681.031463623,-1219671.2846984863,-651556.2319946289,10588.0,9632.0,10320.0,491957.03759765625,945923.0,386345.5076904297,8408.0,-170844.7985534668,-618781.9928894043,-1179613.8812561035,,,,,,,,,,,,,,,,,10,,,,10,,,,,2001,2009,2002.0,2017,2007,1993.0,2017,1992,2007,2010,1994,2002.0,2000.0,1993,,,,,,,,,-9.029089535323006,7.142857142857142,,,,,,,
100.0,Bulgaria,3802601.426925659,7848864.760650635,8525405.498825073,9157708.927474976,9745775.0466156,10289603.85621643,10789195.356307983,11244549.546829224,11655666.427871704,12022545.999389648,11897809.0,12623593.213851929,13551499.0,13047691.190216064,13042680.0,13294839.928482056,13553483.0,13365039.428665161,13407042.0,13258289.690719604,12206169.0,12974590.71470642,13328437.0,12513942.500595093,,,,,,,,,,,,,,,,,,,,,,,,,,1996,1991,1996.0,1999,2002,1990.0,2016,1976,2000,2004,1996,2001.0,1995.0,1974,,,,,,,,,,,,,,,,,
854.0,Burkina Faso,-10220.266525477171,-4782.778497099876,-3920.8451747000217,-3134.099946677685,-2422.5428131222725,-1786.173773944378,-1224.9928292036057,-738.9999788701534,-328.19522297382355,7.42143851518631,340.6000061,365.7999878,592.9000244,422.5,654.5999756,688.5,35.79999924,18.29999924,-355.4928567111492,-771.7571393847466,-1263.2095164954662,-1829.8499879837036,-2471.6785539090633,-3188.695214241743,,,,,,,,,,,,,,,,,,,,,,,,,,1999,1989,1993.0,1990,2005,1989.0,2016,1990,2002,2004,2005,1996.0,1993.0,1987,,,,,7.398702656687951,62.08311759817943,-28.74009401035876,54.93490546745562,5.178739025910836,-94.80029059694988,-48.882682601978736,,,,,,
132.0,Cabo Verde,,,,,,,,,,,,,,,,,,,,,3548.928955,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,1999,2005,1995.0,2006,2006,2001.0,2017,2005,2006,2006,1987,1995.0,1995.0,1988,,,,,,,,,,,,,,,,,
120.0,Cameroon,-95725.55779862404,-42747.88284730911,-34346.91231060028,-26677.46325826645,-19739.535690307617,-13533.129606962204,-8058.245008230209,-3314.8818933963776,696.9597365856171,3977.279881954193,5785.5,9429.799805,10193.90039,8376.099609,9283.299805,8716.599609,6456.919335365295,3885.0676050186157,581.694390296936,-3453.2003090381622,-8219.616492271423,-13717.55416059494,-19947.013313293457,-26907.993950605392,,,,,,,,,,,,,,,,,,,,,,,,,,2001,1981,1995.0,1983,2002,1989.0,2016,2006,2002,2009,1985,1997.0,1994.0,1982,,,,,62.99023083570997,8.103041430368945,-17.832239981305133,10.830819096578388,-6.104512489134242,,,,,,,,
156.0,China,37812697.6295166,17053538.414794922,9930000,10100000,9740000,10150000,8300000.0,9520000.0,10010000.0,11700000.0,9950000.0,11620000.0,10840000.0,10790000.0,13570000.0,14300000.0,15867500.0,34312200.0,34652400.0,31568900.0,36335200.0,39761100.0,53473000.0,69368896.0,,,,,,,,,,,,,,,,,,12,,,,,,,,1991,1981,1993.0,,2002,1991.0,2016,1992,2005,2004,1996,1997.0,1993.0,1985,14.698795180722891,5.147058823529411,16.883116883116884,-14.957264957264956,16.78391959798995,-6.712564543889846,-0.4612546125461254,25.7645968489342,5.379513633014001,10.961538461538462,116.24200409642351,0.9914840785493206,-8.898373561427203,15.098087041360325,9.428598163764065,34.48571593844235,29.726957529968395
344.0,China Hong Kong Special Administrative Region,103315.22036658227,97066,79405,79533,61166,72140,91637.0,77078.0,64131.0,59238.0,47640.0,47133.0,59047.0,60657.0,56865.0,54812.0,40828.0,36151.0,33916.0,32688.0,31838.0,33738.0,27787.93534000963,25262.447575584054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.8876872878859,-16.797270297620592,-7.629695467090798,-19.57864884027145,-1.0642317380352646,25.277406488023253,2.7266414889833523,-6.251545575943419,-3.610305108590522,-25.51266146099394,-11.455373763103752,-6.1824015933169205,-3.620709989385541,-2.6003426333822808,5.967711539669577,,
446.0,China Macao Special Administrative Region,4945.182192742825,3352.258509993553,3314.5684211850166,4179,3854,3905,4188.0,4545.0,5249.0,5924.0,5870.0,5929.0,6499.0,6369.0,8826.0,11705.0,12419.0,17573.0,17683.0,17252.0,20157.0,23668.0,21129.0,19798.0,,,,13,13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13,13,13,13,13,13,13,13,13,13,13,,,,,,,,,,,,,,,,8.524355300859598,15.48954895489549,12.859592303295866,-0.9115462525320728,1.0051107325383306,9.613762860516108,-2.000307739652254,38.577484691474325,32.6195331973714,6.099957283212302,41.500926000483126,0.6259602799749616,-2.4373692246790704,16.8386274055182,17.418266607133997,-10.727564644245396,-6.299398930380046
191.0,Croatia,794540.0749299526,624930.2667913437,593154.9302175045,562095.1353292465,531750.8821251392,502122.17060637474,473209.00077176094,445011.37262248993,417529.28615808487,390762.7413780689,113298.0,339376.2768726349,771116.0,290851.9791069031,221145.0,245189.8480796814,72553.0,202389.88379192352,121419.0,162452.08624315262,130239.0,125376.45543336868,174325.0,91162.99136352539,,,,,,,,,,,,,,,,,,,,,,,,,,1994,2000,1997.0,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992,,,,,,,,,,,,,,,,,
192.0,Cuba,27175.834712982178,597502.7997779846,681091.0314826965,754520.2094192505,817790.3335914612,870901.4039878845,913853.4206199646,946646.383480072,969280.2925720215,981755.147895813,613836.0,941389.0,1253673.0,1417308.0,891743.6179695129,843264.1506767273,660756.0,500651.0,565216.0,496570.0,412100.0,302860.0,230897.0,235098.0,,,,,,,,,,,,,,,,,,,,,,,,,,1994,1990,1994.0,2008,2002,1992.0,2016,2001,2008,2007,1984,1997.0,1994.0,1981,,,,,53.36164708488912,33.17268419325061,13.052446690644212,,,,-24.23057830727228,12.89620913570531,-12.145091434071222,-17.010693356425076,-26.508129094879884,-23.76114376279469,1.8194259778169488
