Country ID,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1991,Footnotes 1992,Footnotes 1993,Footnotes 1994,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
8.0,Albania,,,,,,,,,,,,,,,,,,,,,,,,31731.0,37401.0,34090.0,40116.0,33253.0,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1999.0,2003,1994.0,2001,2005,1999.0,2016,1996,2010 ,2004,2003,2000.0,1994.0,1989,,,,,,,,,,,,,,17.86896095301125,-8.85270447314243,17.676738046347904,-17.10788712733074
12.0,Algeria,4861.747252166271,5524.933066427708,6159.755244337022,6766.213785871863,7344.308691032231,7894.039959818125,8415.407592244446,8908.411588296294,9373.051947966218,9809.32867128402,11050.0,10245.0,10245.0,11276.0,11276.0,11276.0,12707.0,12707.0,12707.0,12707.0,12707.0,12707.0,12707.0,12939.020978838205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998.0,1983,1995.0,2005,2005,1992.0,2016,1984,,2006,1996,1996.0,1993.0,1974,-0.07285067873303168,0.0,0.10063445583211322,0.0,0.0,0.12690670450514366,0.0,0.0,0.0,0.0,0.0,0.0,0.018259304229023793,,,,
20.0,Andorra,312.5555725,349.81695165182464,340.21672165277414,331.1065650929231,322.4864819725044,266.6723328,487.9006042,277.03302,199.8090668,324.983551,328.4724426,266.1723328,360.8499451,308.1953125,202.0425415,206.3666534,172.6290588,139.2003632,325.5460205,293.7810364,286.3535767,178.8306274,218.6154022,345.1228333,363.8215027,276.4588318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,…,2015.0,,,2009.0,2017,2012,,,,2002.0,2011.0,1997,-0.1896661689695123,0.3557004265020291,-0.14591836112212286,-0.34443343780577457,0.021401987264152444,-0.16348375110103905,-0.19364466117334816,1.338686573915491,-0.0975744813320487,-0.025282297969318437,-0.3754901563972678,0.22247181804608493,0.5786757466624647,0.0541797516588711,-0.24012508950587658,,
51.0,Armenia,2391.0646117404103,2852.5780751109123,3292.07422054559,3709.5530480518937,4105.014557607472,6070,4829.885622926056,5159.295178666711,5466.6874164789915,5752.062336362898,2873.0,3323.0,7893.0,8684.0,6302.0,8457.0,6734.0,9367.0,4439.0,8333.0,8681.0,9285.0,5822.0,6379.0,5532.0,6441.0,6882.0,4663.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,2008,1993.0,2011,2003,1999.0,2017,1993,2003,2003,2002,1997.0,1993.0,1993,0.15663069961712495,1.3752633162804695,0.10021538071709109,-0.27429755872869643,0.3419549349412885,-0.20373654960387844,0.391000891000891,-0.5261022739404292,0.8772246001351656,0.041761670466818675,0.06957723764543255,-0.3729671513193323,0.0956715905187221,-0.13277943251293306,0.1643167028199566,0.06846762925011644,-0.32243533856437084
31.0,Azerbaijan,26710.30078,26089.317688137293,27141.21990725398,28099.21184581518,28963.2935038507,29729.90039,30409.725978076458,30992.076794296503,31480.517329990864,28281.5,28019.69922,27622.09961,35241.10156,38209.69922,35803.80078,29390.59961,35864.60156,33430.30078,26951.0,29207.0,33773.0,32562.0,26472.0,24370.0,23651.0,22202.0,25646.0,20751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001.0,1998,2000.0,,2000,1996.0,2017,2001,,2004,2016,1998.0,1995.0,1993,-0.014190002786189706,0.27582993536239736,0.0842368010246726,-0.06296564718155885,-0.17912068077371301,0.22027457880775103,-0.06787474763737497,-0.19381521041761918,0.08370746911060814,0.15633238607183209,-0.03585704556894561,-0.18702782384374425,-0.07940465397401028,-0.02950348789495281,-0.0612659084182487,0.1551211602558328,-0.190867971613507
50.0,Bangladesh,1741431.375,1707187.6222305298,1661831.4681510925,1619098.2621469498,1578988.0042181015,1541500.694363594,1506636.3325862885,1474394.9188842773,1444776.4532585144,1417780.935708046,1393408.366232872,1371658.7448339462,1352532.071510315,1336028.3462629318,1471138.0,1213489.0,1310618.25,1334314.0,1411521.0,1154997.0,1274807.0,1083624.25,1214805.0,1574049.0,1425979.0,1481150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,1981,1994.0,2005,2001,1990.0,2016,1992,,2007,2001,1996.0,1994.0,1983,-0.01560893556117123,-0.013944192311438784,-0.01220209531072643,0.10112783468628475,-0.17513584721487718,0.08004131063404778,0.01807982606681999,0.05786269199004133,-0.18173587215493076,0.10373187116503332,-0.14996995623651266,0.12105741450507405,0.29572153555508907,-0.09406949847177566,0.03868991058073085,,
112.0,Belarus,90819.20313,82874.88710999489,81159.28023850918,79686.9668828249,78457.94704294205,51764,70861,65372,122389,71999,83771.0,80074.0,70295.0,70646.0,81057.0,84697.0,80149.0,67048.0,89439.0,99280.0,91881.54775905609,94788.5176884532,97938.78113365173,101332.3380946517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999.0,1995,1993.0,2003,2005,1988.0,2016,1991,,2004,2006,2001.0,2000.0,1988,-0.04413221759320051,-0.1221245348053051,0.004993242762643147,0.1473685700535062,0.044906670614505845,-0.05369729742493831,-0.16345805936443375,0.3339547786660303,0.11003029998099263,-0.07452107414327064,0.031638234229794934,0.03323465248768512,0.034649777358051484,,,,
56.0,Belgium,,,,,,,,,,,,,,,,,,,,,,,29947.0,29873.0,24963.0,26411.0,29157.0,22275.0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1993.0,1983,1997.0,1990,2002,1988.0,2017,1986,2002,2006,1998,1997.0,1996.0,1996,,,,,,,,,,,,,-0.2471032156810365,-16.43624677802698,5.80058486560109,10.397182991935178,-23.60325136330898
84.0,Belize,381902.11465263367,325213.9717502594,273104.40027427673,225573.4002342224,182620.97162246704,144247.11444473267,110451.82869720459,81235.11438560486,56596.971504211426,36537.40005111694,21056.400033950806,9751.0,4397.0,2802.0,3395.0,12972.0,24320.399991989136,40889.39999961853,62036.97143363953,87763.11430358887,118067.82860183716,152951.1143360138,192412.97150230408,236453.4000968933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.0,1986,1994.0,,2003,1998.0,2016,1998,2005,2010,1983,1998.0,1994.0,1990,-0.5369103937863199,-0.5490718900625576,-0.3627473277234478,0.21163454675231977,2.820913107511046,0.8748381122409139,0.6812799136974325,0.5171895756410778,0.4146905027023829,0.3453012639617445,0.2954512346611738,0.25800307070400086,0.22888492522481452,,,,
60.0,Bermuda,8.270893079807138,7.968750202999217,7.671250184650489,7.378393024759134,7.0901787233215146,6.806607280346725,6.527678695829309,6.253392969771085,5.983750102170234,5.718750093026756,5.458392942342471,5.20267865011192,4.951607216342381,4.705178641032035,4.463392924179061,4.226250065783461,3.950000048,3.680000067,3.630000114,3.640000105,3.00999999,2.640000105,2.640000105,2.640000105,2.640000105,2.599999905,2.599999905,2.599999905,,,,,,,,,,,,,,,,,234,234,234,234,234,234,234,234,234,234,234,234,,,,,,,,,,,,,,,-0.046847908337066396,-0.04825810907312869,-0.04976739158490381,-0.05138714920289195,-0.053130625607920756,-0.06536527973581929,-0.06835442473898426,-0.013586943502629,0.002754818370785299,-0.17307694967772538,-0.1229235502422709,0.0,0.0,0.0,-0.015151590306470899,0.0,0.0
