Country ID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Basel Convention,CITES,Convention on Biological Diversity,Convention on Migratory Species,Kyoto Protocol,Montreal Protocol,Paris Agreement,Ramsar Convention,Rotterdam Convention,Stockholm Convention,UN Convention on the Law of the Sea,UN Convention to Combat Desertification,UN Framework Convention on Climate Change,World Heritage Convention,2000 Percent Change,2001 Percent Change,2002 Percent Change,2003 Percent Change,2004 Percent Change,2005 Percent Change,2006 Percent Change,2007 Percent Change,2008 Percent Change,2009 Percent Change,2010 Percent Change,2011 Percent Change,2012 Percent Change,2013 Percent Change,2014 Percent Change,2015 Percent Change,2016 Percent Change
188.0,Costa Rica,242.63617051020265,126.83830437948927,108.39904768811539,91.53322984231636,76.24085084209219,62.52191068697721,50.376409376971424,39.804346912074834,30.80572329228744,23.380538516677916,17.52879258710891,13.25048550311476,10.545617263764143,9.414187869988382,4.788909912,6.338910103,31.51522636,26.18227768,26.51539803,30.49419594,27.78761673,66.56824493,73.23999786,84.63903041230515,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,1995.0,1975,1994.0,2007,2002,1991.0,2016,1992,2009,2007,1992,1998.0,1994.0,1977,-20.986137352078526,-22.607137958235462,-24.10326388106103,-25.02827693808169,-24.40731192826435,-20.41335193880096,-10.728906288524923,-49.13092899636482,32.366451227575304,397.17105697846813,-16.921816201100583,1.2723123407038952,15.0056126085617,-8.875719219898215,139.5608287562559,10.022425763238454,15.56394440930305
191.0,Croatia,-1505.08093130216,-743.8522133044899,-610.4109527077526,-483.2378531061113,-362.33291451074183,-247.69613691419363,-139.32752031832933,-37.22706471942365,58.60522987507284,148.16936346888542,231.46533606387675,308.49314766190946,379.25279825367033,443.74428784660995,526.027392,564.383556,564.383556,572.602734,709.589034,726.02739,734.246568,731.506842,753.42465,723.287664,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,1994.0,2000,1997.0,2000,2007,1992.0,2017,1991,2007,2007,1995,2000.0,1996.0,1992,-73.2808962404779,-257.4264055379442,152.82617913918946,56.21673107375056,33.27833571450007,22.937187139504744,17.004881675204746,18.542910051347633,7.291666666666674,0.0,1.4563106796116605,23.92344497607654,2.3166023166023164,1.132075471698121,-0.37313432835821153,2.996254681647945,-4.0000000000000115
192.0,Cuba,355054.61526441574,306673.6812489033,299842.5658724308,293959.807639122,289025.4065475464,285039.36259818077,282001.6757917404,279912.34612727165,278771.3736050129,278578.7582256794,276712.0,279452.0,293151.0,298630.0,287671.0,271233.0,304110.0,306849.0,331507.0,336986.0,358904.0,339726.0,336986.0,389041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994.0,1990,1994.0,2008,2002,1992.0,2016,2001,2008,2007,1984,1997.0,1994.0,1981,-0.7408926413656297,-0.4076177910852052,-0.06909438972970375,-0.6701007060154667,0.9901991962762727,4.902094098449823,1.8690026641560151,-3.669758564109433,-5.714166530515763,12.121312672130603,0.900660945052777,8.035874322549526,1.6527554470946317,6.504127767919142,-5.3434901812183755,-0.8065323231074454,15.447229261749746
531.0,Curaçao,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196.0,Cyprus,,,,,,,,,,,57.534246,60.273972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992.0,1974,1996.0,2001,1999,1992.0,2017,2001,2004,2005,1988,2000.0,1997.0,1975,,,,,4.761904761904757,,,,,,,,,,,,
203.0,Czechia,1604.507119750604,1989.4098847340792,2051.820076720789,2109.373481703922,2162.070099681616,2209.9099306575954,2252.8929746281356,2291.019231595099,2324.2887015584856,2352.7013845182955,2376.2572804745287,2394.956389427185,2479.45203,2358.904086,2260.27395,2421.917784,2668.493124,2380.821894,2284.931484,2545.205454,2260.27395,2180.821896,2260.27395,2328.7671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,1993,1994.0,1994,2001,1993.0,2017,1993,2000,2002,1996,2000.0,1993.0,1993,1.6923243756511144,1.4521689519045688,1.2224248623141603,1.0012276148277994,0.7869143255785104,3.5280659366421343,-4.8618784530386705,-4.181184668989556,7.151515151515171,10.180995475113116,-10.780287474332646,-4.027617951668583,11.390887290167854,-11.194833153928961,-3.5151515151515094,3.6432160804020035,3.030303030303041
818.0,Egypt,5071.200195,13749.59961,10980,13576.211392432451,14321.078356146812,14957.875149816275,15486.601773262024,15907.258226573467,16219.844509750605,16424.360622793436,16520.806565731764,16509.182338505983,16389.4879411757,16161.723373681307,15825.88863608241,15381.983728319407,14830.008650451899,14169.963402420282,13401.847984284163,12525.662396013737,11541.406637579203,10470.0,9248.684610366821,7940.218341559172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993.0,1978,1994.0,1983,2005,1988.0,2017,1988,,2003,1983,1995.0,1994.0,1974,2.7162605423077157,1.9650544344276395,1.260900577190404,0.587212769819982,-0.07036113630125061,-0.7250171139675958,-1.389699106597309,-2.0779636542089865,-2.8049287971793153,-3.588451838310553,-4.450740816064887,-5.4207297247141994,-6.537796797112572,-7.857913835740704,-9.283154742080287,-11.664903434891869,-14.147593132768241
222.0,El Salvador,7219.800000302494,5726.800000198185,5482.200000181794,5255.6000001728535,5047.000000141561,4856.40000012517,4683.800000116229,4529.200000099838,4392.600000090897,4274.000000067055,4173.400000050664,4090.8000000417233,4026.2000000327826,3975.0,3959.0,3944.0,3935.0,3979.0,4016.599999964237,4077.999999962747,4157.399999953806,4254.799999952316,4370.199999950826,4503.599999934435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,1987,1994.0,,1998,1992.0,2017,1999,1999,2008,,1997.0,1995.0,1991,-3.3007387166948816,-3.0159851630736023,-2.6999954473748495,-2.353766963378871,-1.9792016103881236,-1.5791532220661442,-1.2716705586499844,-0.4025157232704402,-0.3788835564536499,-0.2281947261663286,1.1181702668360864,0.9449610445900279,1.5286560772558027,1.947032859043272,2.342810410342813,2.712230892164219,3.0524918764612545
246.0,Finland,1002.0596440453082,860.7776120812632,837.7843856089748,816.5455524418503,797.0611125826836,779.331066029612,763.3554127835669,749.1341528436169,736.6672862111591,725.9548128852621,716.9967328649946,723.2808,668.4868,706.8426,802.7321,632.8707,632.8707,687.6647,786.2939,665.7471,728.7602,783.5542,767.116,717.8014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991.0,1976,1994.0,1989,2002,1988.0,2016,1975,2004,2002,1996,1995.0,1994.0,1987,-1.8629932665430768,-1.664170106934145,-1.4541806764616358,-1.2339721235078236,0.8764429246274806,-7.5757575757575735,5.737704918032777,13.56589147286822,-21.16040955631398,0.0,8.658008658008654,14.34262948207171,-15.331010452961669,9.465020576131689,7.5187969924811995,-2.097902097902104,-6.428571428571433
258.0,French Polynesia,,,,,,,,,,,,,,,,,,,,6.849999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
